stichdatum;plz;geschlecht;vorname;anzahl;rang;ortbez18
2018-11-01;4206;w;Therese;9;3;Seewen SO
2018-11-01;4206;m;Andreas;15;3;Seewen SO
2018-11-01;4207;w;Claudia;8;2;Bretzwil
2018-11-01;4207;w;Silvia;6;4;Bretzwil
2018-11-01;4207;m;Thomas;10;3;Bretzwil
2018-11-01;4207;m;Urs;8;5;Bretzwil
2018-11-01;4208;m;Daniel;33;1;Nunningen
2018-11-01;4208;m;Peter;31;2;Nunningen
2018-11-01;4222;w;Daniela;18;1;Zwingen
2018-11-01;4222;m;Daniel;29;1;Zwingen
2018-11-01;4223;w;Denise;9;1;Blauen
2018-11-01;4223;m;Daniel;9;1;Blauen
2018-11-01;4223;m;Simon;8;2;Blauen
2018-11-01;4223;m;Andreas;7;4;Blauen
2018-11-01;4226;w;Silvia;24;5;Breitenbach
2018-11-01;4226;m;Martin;29;4;Breitenbach
2018-11-01;4227;w;Rita;21;1;Büsserach
2018-11-01;4227;w;Claudia;20;2;Büsserach
2018-11-01;4227;w;Maria;18;3;Büsserach
2018-11-01;4227;m;Markus;27;2;Büsserach
2018-11-01;4227;m;Thomas;25;3;Büsserach
2018-11-01;8807;w;Claudia;23;1;Freienbach
2018-11-01;8807;w;Ursula;22;3;Freienbach
2018-11-01;8807;w;Andrea;19;4;Freienbach
2018-11-01;8807;m;Daniel;34;2;Freienbach
2018-11-01;8807;m;Christian;28;3;Freienbach
2018-11-01;8808;w;Maria;64;1;Pfäffikon SZ
2018-11-01;8808;w;Claudia;47;2;Pfäffikon SZ
2018-11-01;8808;m;Peter;104;1;Pfäffikon SZ
2018-11-01;8808;m;Thomas;72;4;Pfäffikon SZ
2018-11-01;8810;m;Daniel;173;2;Horgen
2018-11-01;8815;m;n/a;5;4;Horgenberg
2018-11-01;8816;w;Verena;17;2;Hirzel
2018-11-01;8816;w;Elisabeth;16;4;Hirzel
2018-11-01;8816;m;Peter;37;1;Hirzel
2018-11-01;8816;m;Ernst;21;5;Hirzel
2018-11-01;8824;m;Thomas;28;2;Schönenberg ZH
2018-11-01;8825;w;Barbara;9;2;Hütten
2018-11-01;8825;m;Daniel;16;2;Hütten
2018-11-01;8825;m;Werner;9;5;Hütten
2018-11-01;8832;w;Maria;111;1;Wilen b. Wollerau/Wollerau
2018-11-01;8832;w;Rita;68;4;Wilen b. Wollerau/Wollerau
2018-11-01;8832;m;Peter;181;1;Wilen b. Wollerau/Wollerau
2018-11-01;8832;m;Andreas;98;5;Wilen b. Wollerau/Wollerau
2018-11-01;8833;w;Ursula;25;2;Samstagern
2018-11-01;8833;m;Daniel;35;2;Samstagern
2018-11-01;8833;m;Hans;31;4;Samstagern
2018-11-01;8834;w;Claudia;20;4;Schindellegi
2018-11-01;8834;m;Thomas;46;4;Schindellegi
2018-11-01;8835;w;Maria;18;1;Feusisberg
2018-11-01;8835;w;Barbara;12;4;Feusisberg
2018-11-01;8835;m;Martin;21;3;Feusisberg
2018-11-01;8836;w;Maria;9;3;Bennau
2018-11-01;8836;m;Peter;18;2;Bennau
2018-11-01;8840;w;Sandra;82;3;Einsiedeln/Trachslau
2018-11-01;8840;m;Peter;143;1;Einsiedeln/Trachslau
2018-11-01;8840;m;Josef;123;2;Einsiedeln/Trachslau
2018-11-01;8841;w;Nicole;10;5;Gross
2018-11-01;8841;w;Monika;10;5;Gross
2018-11-01;8841;m;Marcel;18;1;Gross
2018-11-01;8841;m;Thomas;18;1;Gross
2018-11-01;8842;w;Andrea;16;5;Unteriberg
2018-11-01;8842;m;Franz;24;3;Unteriberg
2018-11-01;8843;w;Karin;10;2;Oberiberg
2018-11-01;8844;w;Yvonne;6;5;Euthal
2018-11-01;8845;m;n/a;5;4;Studen SZ
2018-11-01;8846;w;Sandra;16;1;Willerzell
2018-11-01;8846;w;Rita;10;3;Willerzell
2018-11-01;8852;w;Elisabeth;57;2;Altendorf
2018-11-01;8852;w;Sandra;47;4;Altendorf
2018-11-01;8852;m;Michael;75;2;Altendorf
2018-11-01;8853;m;Peter;116;1;Lachen SZ
2018-11-01;8854;m;Andreas;92;5;Siebnen/Galgenen
2018-11-01;8855;w;Claudia;27;4;Wangen SZ
2018-11-01;8855;m;Josef;54;1;Wangen SZ
2018-11-01;8855;m;Daniel;49;2;Wangen SZ
2018-11-01;8856;w;Maria;22;4;Tuggen
2018-11-01;8857;m;Josef;27;1;Vorderthal
2018-11-01;8857;m;Karl;12;5;Vorderthal
2018-11-01;8858;w;n/a;2;5;Innerthal
2018-11-01;8862;w;Maria;20;1;Schübelbach
2018-11-01;8862;w;Sandra;20;1;Schübelbach
2018-11-01;8862;w;Monika;18;3;Schübelbach
2018-11-01;8862;w;Andrea;16;4;Schübelbach
2018-11-01;8862;m;Thomas;27;2;Schübelbach
2018-11-01;8863;m;Andreas;26;2;Buttikon SZ
2018-11-01;8863;m;Peter;23;5;Buttikon SZ
2018-11-01;8864;m;Andreas;32;1;Reichenburg
2018-11-01;8864;m;Martin;30;4;Reichenburg
2018-11-01;8864;m;Markus;29;5;Reichenburg
2018-11-01;8865;w;Elisabeth;13;4;Bilten
2018-11-01;8865;w;Rita;13;4;Bilten
2018-11-01;8865;m;Hans;19;4;Bilten
2018-11-01;8866;w;n/a;5;2;Ziegelbrücke
2018-11-01;8866;m;Andreas;8;2;Ziegelbrücke
2018-11-01;8866;m;Martin;7;3;Ziegelbrücke
2018-11-01;8867;w;Karin;23;4;Niederurnen
2018-11-01;8867;m;Daniel;32;4;Niederurnen
2018-11-01;8867;m;Stefan;29;5;Niederurnen
2018-11-01;8868;w;Ruth;16;2;Oberurnen
2018-11-01;8868;w;Erika;14;3;Oberurnen
2018-11-01;8868;m;Michael;19;2;Oberurnen
2018-11-01;8872;w;Anna;17;2;Weesen
2018-11-01;8872;w;Ruth;17;2;Weesen
2018-11-01;8873;w;Heidi;14;1;Amden
2018-11-01;8873;w;Brigitte;13;4;Amden
2018-11-01;8873;m;Beat;18;5;Amden
2018-11-01;8874;w;n/a;5;2;Mühlehorn
2018-11-01;8874;m;Peter;8;2;Mühlehorn
2018-11-01;8874;m;Walter;7;4;Mühlehorn
2018-11-01;8881;w;Ruth;7;2;Tscherlach/Walenstadtberg
2018-11-01;8881;m;Daniel;7;5;Tscherlach/Walenstadtberg
2018-11-01;8882;w;Marianne;7;3;Unterterzen
2018-11-01;8882;w;Patricia;7;3;Unterterzen
2018-11-01;8882;w;Claudia;7;3;Unterterzen
2018-11-01;8882;w;Rosmarie;7;3;Unterterzen
2018-11-01;8883;m;Thomas;6;1;Quarten
2018-11-01;8884;m;Thomas;6;2;Oberterzen
2018-11-01;8886;w;n/a;2;2;Mädris-Vermol
2018-11-01;8886;m;Martin;6;1;Mädris-Vermol
2018-11-01;8887;w;Andrea;43;5;Mels
2018-11-01;8887;m;Andreas;61;3;Mels
2018-11-01;8888;w;Barbara;12;4;Heiligkreuz (Mels)
2018-11-01;8888;m;Michael;16;3;Heiligkreuz (Mels)
2018-11-01;8889;w;Barbara;6;2;Plons
2018-11-01;8889;m;Martin;7;3;Plons
2018-11-01;8892;w;Manuela;8;1;Berschis
2018-11-01;8892;m;Reto;7;4;Berschis
2018-11-01;8892;m;Andreas;7;4;Berschis
2018-11-01;8893;w;Monika;6;1;Flums Hochwiese
2018-11-01;8893;w;n/a;4;5;Flums Hochwiese
2018-11-01;8893;m;n/a;4;5;Flums Hochwiese
2018-11-01;8894;w;n/a;5;1;Flumserberg Saxli
2018-11-01;8896;w;n/a;5;2;Flumserberg Bergh
2018-11-01;8896;m;Marco;9;1;Flumserberg Bergh
2018-11-01;8896;m;Michael;7;2;Flumserberg Bergh
2018-11-01;8896;m;Markus;6;5;Flumserberg Bergh
2018-11-01;8897;w;Nadja;6;3;Flumserberg Theim
2018-11-01;8898;m;Peter;13;2;Flumserberg Tboden
2018-11-01;8902;w;Andrea;64;2;Urdorf
2018-11-01;8902;w;Ursula;62;4;Urdorf
2018-11-01;8902;w;Monika;59;5;Urdorf
2018-11-01;8903;w;Elisabeth;40;2;Birmensdorf ZH
2018-11-01;8903;m;Peter;81;1;Birmensdorf ZH
2018-11-01;8904;m;Martin;18;2;Aesch ZH
2018-11-01;8904;m;Daniel;17;4;Aesch ZH
2018-11-01;8905;w;Ursula;18;5;Islisberg/Arni AG
2018-11-01;8906;w;Monika;50;1;Bonstetten
2018-11-01;8906;w;Sandra;43;2;Bonstetten
2018-11-01;8906;w;Ursula;43;2;Bonstetten
2018-11-01;8906;w;Andrea;38;4;Bonstetten
2018-11-01;8907;m;Thomas;48;3;Wettswil
2018-11-01;8908;m;Thomas;42;3;Hedingen
2018-11-01;8909;w;Claudia;13;1;Zwillikon
2018-11-01;8909;w;Nicole;11;3;Zwillikon
2018-11-01;8910;w;Ursula;72;3;Affoltern am Albis
2018-11-01;8911;m;Thomas;20;1;Rifferswil
2018-11-01;8911;m;Daniel;18;2;Rifferswil
2018-11-01;8912;m;Peter;49;2;Obfelden
2018-11-01;8913;m;Martin;23;4;Ottenbach
2018-11-01;8914;w;Silvia;17;3;Aeugstertal/Aeugst am Albis
2018-11-01;8914;m;Daniel;17;4;Aeugstertal/Aeugst am Albis
2018-11-01;8915;w;Monika;25;1;Hausen am Albis
2018-11-01;8915;w;Karin;24;2;Hausen am Albis
2018-11-01;8915;w;Ursula;24;2;Hausen am Albis
2018-11-01;8916;w;Nicole;15;4;Jonen
2018-11-01;8917;w;Sandra;19;1;Oberlunkhofen
2018-11-01;8917;w;Beatrice;15;3;Oberlunkhofen
2018-11-01;8917;m;Peter;31;1;Oberlunkhofen
2018-11-01;8917;m;Daniel;22;2;Oberlunkhofen
2018-11-01;8917;m;Josef;19;3;Oberlunkhofen
2018-11-01;8917;m;Michael;17;5;Oberlunkhofen
2018-11-01;8918;w;Andrea;13;2;Unterlunkhofen
2018-11-01;8918;w;Rita;12;4;Unterlunkhofen
2018-11-01;8918;w;Ursula;11;5;Unterlunkhofen
2018-11-01;8918;m;Markus;16;4;Unterlunkhofen
2018-11-01;8919;w;Anita;10;3;Rottenschwil
2018-11-01;8925;w;Andrea;12;1;Ebertswil
2018-11-01;8925;w;Barbara;11;3;Ebertswil
2018-11-01;8925;w;Fabienne;8;5;Ebertswil
2018-11-01;8925;m;Daniel;10;3;Ebertswil
2018-11-01;8925;m;Reto;8;5;Ebertswil
2018-11-01;8926;w;Sandra;13;1;Hauptikon/Uerzlikon/Kappel am Albis
2018-11-01;8926;m;Martin;16;1;Hauptikon/Uerzlikon/Kappel am Albis
2018-11-01;8926;m;Michael;13;3;Hauptikon/Uerzlikon/Kappel am Albis
2018-11-01;8932;w;Ursula;35;4;Mettmenstetten
2018-11-01;8932;w;Claudia;33;5;Mettmenstetten
2018-11-01;8933;w;Susanne;7;1;Maschwanden
2018-11-01;8933;w;Ruth;6;3;Maschwanden
2018-11-01;8933;m;Thomas;13;1;Maschwanden
2018-11-01;8934;w;Margrit;16;4;Knonau
2018-11-01;8934;m;Andreas;27;1;Knonau
2018-11-01;8934;m;Peter;23;2;Knonau
2018-11-01;8942;w;Ruth;32;5;Oberrieden
2018-11-01;8951;m;Daniel;19;2;Fahrweid
2018-11-01;8951;m;Marcel;14;5;Fahrweid
2018-11-01;8952;w;Sandra;78;3;Schlieren
2018-11-01;8952;m;Marco;120;4;Schlieren
2018-11-01;8953;w;Ruth;114;5;Dietikon
2018-11-01;8953;m;Thomas;135;5;Dietikon
2018-11-01;8954;w;Maria;29;1;Geroldswil
2018-11-01;8954;m;Peter;56;1;Geroldswil
2018-11-01;8955;m;Peter;27;2;Oetwil a.d. Limmat
2018-11-01;8956;w;Maria;24;1;Killwangen
2018-11-01;8956;m;Thomas;16;2;Killwangen
2018-11-01;8956;m;Markus;11;5;Killwangen
2018-11-01;8956;m;Antonio;11;5;Killwangen
2018-11-01;8956;m;Christian;11;5;Killwangen
2018-11-01;8956;m;Marco;11;5;Killwangen
2018-11-01;8957;w;Maria;137;1;Spreitenbach
2018-11-01;8957;m;Marco;54;5;Spreitenbach
2018-11-01;8962;m;Marco;29;2;Bergdietikon
2018-11-01;8962;m;Andreas;26;4;Bergdietikon
2018-11-01;8964;w;Maria;43;1;Rudolfstetten
2018-11-01;8964;w;Silvia;25;5;Rudolfstetten
2018-11-01;8964;m;Daniel;42;2;Rudolfstetten
2018-11-01;8965;m;Marco;43;4;Berikon
2018-11-01;8966;w;Monika;22;1;Oberwil-Lieli
2018-11-01;8966;m;Michael;33;1;Oberwil-Lieli
2018-11-01;8967;w;Ursula;37;2;Widen
2018-11-01;8967;w;Margrit;26;5;Widen
2018-11-01;8967;m;Markus;35;5;Widen
2018-11-01;9000;w;Andrea;192;4;St. Gallen
2018-11-01;9000;m;Daniel;392;1;St. Gallen
2018-11-01;9000;m;Michael;325;3;St. Gallen
2018-11-01;9008;w;Sandra;50;2;St. Gallen
2018-11-01;9008;m;Peter;71;3;St. Gallen
2018-11-01;9010;w;Elisabeth;25;5;St. Gallen
2018-11-01;9010;m;Stefan;30;5;St. Gallen
2018-11-01;9011;w;Anna;26;1;St. Gallen
2018-11-01;9014;w;Maria;94;1;St. Gallen
2018-11-01;9014;w;Monika;50;5;St. Gallen
2018-11-01;9014;m;Michael;70;4;St. Gallen
2018-11-01;9015;m;Thomas;33;3;St. Gallen
2018-11-01;9015;m;Bruno;29;5;St. Gallen
2018-11-01;9016;w;Ruth;65;3;St. Gallen
2018-11-01;9030;w;Nicole;39;2;Abtwil SG/St. Josefen
2018-11-01;9032;w;Maria;26;2;Engelburg
2018-11-01;9032;w;Ursula;25;3;Engelburg
2018-11-01;9032;w;Monika;24;4;Engelburg
2018-11-01;9032;m;Peter;42;1;Engelburg
2018-11-01;9033;w;Nadine;9;4;Untereggen
2018-11-01;9033;m;Peter;17;1;Untereggen
2018-11-01;9033;m;Martin;14;2;Untereggen
2018-11-01;9033;m;Thomas;12;3;Untereggen
2018-11-01;9033;m;Urs;12;3;Untereggen
2018-11-01;9034;w;Daniela;17;4;Eggersriet
2018-11-01;9034;m;Thomas;23;2;Eggersriet
2018-11-01;9035;w;Claudia;7;5;Grub AR
2018-11-01;9035;w;Karin;7;5;Grub AR
2018-11-01;9035;w;Elisabeth;7;5;Grub AR
2018-11-01;9035;w;Monika;7;5;Grub AR
2018-11-01;9035;w;Erika;7;5;Grub AR
2018-11-01;9035;m;Hans;16;1;Grub AR
2018-11-01;9035;m;Stefan;11;5;Grub AR
2018-11-01;9036;w;Nicole;13;1;Grub SG
2018-11-01;9036;w;Daniela;6;4;Grub SG
2018-11-01;9037;m;Daniel;11;4;Speicherschwendi
2018-11-01;9038;w;Monika;15;3;Rehetobel
2018-11-01;9038;m;Thomas;24;2;Rehetobel
2018-11-01;9042;w;Susanne;29;4;Speicher
2018-11-01;9043;w;Elisabeth;22;1;Trogen
2018-11-01;9043;w;Ursula;18;3;Trogen
2018-11-01;9043;w;Nicole;14;4;Trogen
2018-11-01;9044;w;Andrea;6;5;Wald AR
2018-11-01;9050;m;Hans;116;3;Appenzell/Appenzell Schlatt/Appenzell Enggenh./Appenzell Meister./Appenzell Eggerst./Appenzell Steinegg
2018-11-01;9050;m;Markus;116;3;Appenzell/Appenzell Schlatt/Appenzell Enggenh./Appenzell Meister./Appenzell Eggerst./Appenzell Steinegg
2018-11-01;9052;w;Ursula;18;2;Niederteufen
2018-11-01;9052;w;Karin;11;4;Niederteufen
2018-11-01;9052;m;Michael;28;3;Niederteufen
2018-11-01;9053;w;Elisabeth;34;5;Teufen AR
2018-11-01;9053;m;Walter;44;4;Teufen AR
2018-11-01;9054;w;Maria;16;1;Haslen AI
2018-11-01;9054;w;Daniela;6;5;Haslen AI
2018-11-01;9054;m;Albert;13;2;Haslen AI
2018-11-01;9054;m;Roman;10;4;Haslen AI
2018-11-01;9055;w;Andrea;11;5;Bühler
2018-11-01;9055;m;Hans;22;2;Bühler
2018-11-01;9055;m;Peter;19;4;Bühler
2018-11-01;9056;w;Monika;28;2;Gais
2018-11-01;9056;m;Daniel;37;4;Gais
2018-11-01;9057;w;Andrea;14;2;Schwende/Weissbad/Wasserauen
2018-11-01;9057;m;Josef;26;1;Schwende/Weissbad/Wasserauen
2018-11-01;9058;w;Maria;10;1;Brülisau
2018-11-01;9062;w;Maria;8;1;Lustmühle
2018-11-01;9062;w;n/a;5;2;Lustmühle
2018-11-01;9062;m;Daniel;12;1;Lustmühle
2018-11-01;9062;m;Thomas;9;2;Lustmühle
2018-11-01;9062;m;Martin;6;4;Lustmühle
2018-11-01;9063;w;Susanne;13;4;Stein AR
2018-11-01;9064;w;Margrit;7;4;Hundwil
2018-11-01;9064;m;Hansueli;12;3;Hundwil
2018-11-01;9064;m;Jakob;12;3;Hundwil
2018-11-01;9100;m;Peter;192;1;Herisau
2018-11-01;9100;m;Hans;151;3;Herisau
2018-11-01;9103;w;Heidi;20;1;Schwellbrunn
2018-11-01;9103;w;Claudia;12;3;Schwellbrunn
2018-11-01;9103;w;Yvonne;11;4;Schwellbrunn
2018-11-01;9103;m;Werner;21;3;Schwellbrunn
2018-11-01;9104;w;Claudia;17;2;Waldstatt
2018-11-01;9104;m;Walter;31;2;Waldstatt
2018-11-01;9104;m;Peter;24;3;Waldstatt
2018-11-01;9104;m;Thomas;23;4;Waldstatt
2018-11-01;9105;w;Brigitte;15;1;Schönengrund
2018-11-01;9105;w;Silvia;13;2;Schönengrund
2018-11-01;9105;w;Andrea;13;2;Schönengrund
2018-11-01;9105;w;Monika;13;2;Schönengrund
2018-11-01;9105;m;Walter;21;1;Schönengrund
2018-11-01;9107;w;Manuela;25;3;Urnäsch
2018-11-01;9107;w;Sandra;19;5;Urnäsch
2018-11-01;9108;w;Karin;19;2;Gontenbad/Gonten/Jakobsbad
2018-11-01;9108;w;Elisabeth;16;3;Gontenbad/Gonten/Jakobsbad
2018-11-01;9112;w;Claudia;6;3;Schachen b.Herisau
2018-11-01;9113;w;Maria;42;1;Degersheim
2018-11-01;9113;w;Monika;41;2;Degersheim
2018-11-01;9113;w;Claudia;35;3;Degersheim
2018-11-01;9113;m;Peter;49;1;Degersheim
2018-11-01;9113;m;Thomas;41;2;Degersheim
2018-11-01;9115;w;n/a;5;2;Dicken
2018-11-01;9116;w;Silvia;7;1;Wolfertswil
2018-11-01;9116;m;Markus;9;1;Wolfertswil
2018-11-01;9116;m;Daniel;7;3;Wolfertswil
2018-11-01;9122;w;Beatrice;9;2;Mogelsberg/Ebersol
2018-11-01;9122;w;Maria;9;2;Mogelsberg/Ebersol
2018-11-01;9123;m;n/a;5;4;Nassen
2018-11-01;9125;m;Markus;15;2;Brunnadern
2018-11-01;9125;m;Bruno;11;5;Brunnadern
2018-11-01;9126;m;n/a;5;2;Necker
2018-11-01;9126;m;n/a;4;3;Necker
2018-11-01;9127;m;Thomas;8;3;St. Peterzell
2018-11-01;9200;w;Maria;158;1;Gossau SG
2018-11-01;9200;w;Claudia;104;3;Gossau SG
2018-11-01;9200;m;Markus;151;2;Gossau SG
2018-11-01;9200;m;Hans;128;5;Gossau SG
2018-11-01;9203;w;Monika;13;3;Niederwil SG
2018-11-01;9203;w;Ursula;12;5;Niederwil SG
2018-11-01;9205;w;Andrea;22;2;Waldkirch
2018-11-01;9205;m;Thomas;31;2;Waldkirch
2018-11-01;9205;m;Roman;29;3;Waldkirch
2018-11-01;9205;m;Peter;29;3;Waldkirch
2018-11-01;9212;m;Thomas;25;1;Arnegg
2018-11-01;9212;m;Michael;21;3;Arnegg
2018-11-01;9213;w;Manuela;8;5;Hauptwil
2018-11-01;9213;m;Thomas;18;2;Hauptwil
2018-11-01;9213;m;Daniel;16;3;Hauptwil
2018-11-01;9214;w;Monika;10;2;Kradolf
2018-11-01;9214;w;Sandra;8;3;Kradolf
2018-11-01;9214;m;Werner;13;2;Kradolf
2018-11-01;9214;m;Daniel;12;4;Kradolf
2018-11-01;9215;w;Marianne;13;4;Schönenberg TG/Buhwil
2018-11-01;9215;m;Michael;27;1;Schönenberg TG/Buhwil
2018-11-01;9215;m;Daniel;18;4;Schönenberg TG/Buhwil
2018-11-01;9223;m;Thomas;12;1;Schweizersholz/Halden
2018-11-01;9223;m;Marc;7;5;Schweizersholz/Halden
2018-11-01;9225;w;Nicole;11;1;Wilen (Gottshaus)/St. Pelagiberg
2018-11-01;9225;w;Monika;8;2;Wilen (Gottshaus)/St. Pelagiberg
2018-11-01;9225;w;Sandra;7;3;Wilen (Gottshaus)/St. Pelagiberg
2018-11-01;9225;m;Michael;9;3;Wilen (Gottshaus)/St. Pelagiberg
2018-11-01;9225;m;Andreas;8;5;Wilen (Gottshaus)/St. Pelagiberg
2018-11-01;9230;m;Daniel;110;1;Flawil
2018-11-01;9230;m;Peter;106;2;Flawil
2018-11-01;9230;m;Andreas;84;4;Flawil
2018-11-01;9231;m;n/a;3;4;Egg (Flawil)
2018-11-01;9240;m;Thomas;40;4;Niederglatt SG/Uzwil
2018-11-01;9242;w;Ruth;33;3;Oberuzwil
2018-11-01;9242;w;Ursula;30;5;Oberuzwil
2018-11-01;9243;w;Yvonne;14;3;Jonschwil
2018-11-01;9244;w;Maria;53;1;Niederuzwil
2018-11-01;9244;m;Thomas;38;5;Niederuzwil
2018-11-01;9246;w;Monika;17;2;Niederbüren
2018-11-01;9247;w;Ursula;12;5;Henau
2018-11-01;9247;m;Marcel;21;1;Henau
2018-11-01;9247;m;Marco;18;3;Henau
2018-11-01;9247;m;Andreas;16;5;Henau
2018-11-01;9248;m;Peter;18;1;Bichwil
2018-11-01;9249;w;Corinne;7;5;Algetshausen/Niederstetten/Oberstetten
2018-11-01;9249;m;Markus;13;2;Algetshausen/Niederstetten/Oberstetten
2018-11-01;9249;m;Thomas;12;5;Algetshausen/Niederstetten/Oberstetten
2018-11-01;9300;w;Andrea;53;5;Wittenbach
2018-11-01;9304;m;Thomas;18;1;Bernhardzell
2018-11-01;9305;w;Nicole;11;2;Berg SG
2018-11-01;8266;m;Hans;34;5;Steckborn
2018-11-01;8267;w;Sandra;12;1;Berlingen
2018-11-01;8267;w;Margrit;8;5;Berlingen
2018-11-01;8268;w;Maria;11;2;Salenstein/Mannenbach-Salenst
2018-11-01;8268;w;Verena;10;4;Salenstein/Mannenbach-Salenst
2018-11-01;8268;m;Markus;13;1;Salenstein/Mannenbach-Salenst
2018-11-01;8268;m;Hans;11;3;Salenstein/Mannenbach-Salenst
2018-11-01;8269;w;Ursula;7;2;Fruthwilen
2018-11-01;8269;w;Claudia;6;3;Fruthwilen
2018-11-01;8272;m;Thomas;36;1;Ermatingen
2018-11-01;8272;m;Michael;32;4;Ermatingen
2018-11-01;8274;w;Sandra;27;3;Tägerwilen/Gottlieben
2018-11-01;8274;w;Monika;27;3;Tägerwilen/Gottlieben
2018-11-01;8274;m;Peter;47;3;Tägerwilen/Gottlieben
2018-11-01;8274;m;Markus;45;5;Tägerwilen/Gottlieben
2018-11-01;8280;w;Anna;136;2;Kreuzlingen
2018-11-01;8280;w;Elisabeth;111;5;Kreuzlingen
2018-11-01;8280;m;Daniel;200;2;Kreuzlingen
2018-11-01;8302;w;Andrea;95;2;Kloten
2018-11-01;8302;m;Daniel;191;1;Kloten
2018-11-01;8302;m;Peter;186;2;Kloten
2018-11-01;8302;m;Michael;123;4;Kloten
2018-11-01;8303;w;Claudia;67;4;Bassersdorf
2018-11-01;8303;m;Thomas;114;2;Bassersdorf
2018-11-01;8304;w;Sandra;114;2;Wallisellen
2018-11-01;8304;w;Claudia;104;3;Wallisellen
2018-11-01;8304;m;Peter;171;1;Wallisellen
2018-11-01;8305;w;Monika;39;4;Dietlikon
2018-11-01;8306;w;Nicole;24;4;Brüttisellen
2018-11-01;8306;w;Elisabeth;22;5;Brüttisellen
2018-11-01;8306;m;Andreas;34;5;Brüttisellen
2018-11-01;8307;m;Martin;92;3;Effretikon/Ottikon b.Kemptth.
2018-11-01;8307;m;Thomas;90;4;Effretikon/Ottikon b.Kemptth.
2018-11-01;8308;m;Daniel;43;3;Illnau/Agasul
2018-11-01;8308;m;Christian;42;4;Illnau/Agasul
2018-11-01;8309;w;Claudia;48;1;Nürensdorf
2018-11-01;8309;w;Nicole;45;2;Nürensdorf
2018-11-01;8310;w;Maria;18;1;Kemptthal/Grafstal
2018-11-01;8310;w;Daniela;8;2;Kemptthal/Grafstal
2018-11-01;8310;w;Susanne;8;2;Kemptthal/Grafstal
2018-11-01;8310;w;Monika;8;2;Kemptthal/Grafstal
2018-11-01;8310;w;Petra;8;2;Kemptthal/Grafstal
2018-11-01;8310;m;Thomas;15;1;Kemptthal/Grafstal
2018-11-01;8310;m;Michael;9;4;Kemptthal/Grafstal
2018-11-01;8311;w;Claudia;16;5;Brütten
2018-11-01;8312;w;Elisabeth;11;1;Winterberg ZH
2018-11-01;8314;w;n/a;5;1;Kyburg
2018-11-01;8317;m;Daniel;29;1;Tagelswangen
2018-11-01;8320;w;Maria;44;2;Fehraltorf
2018-11-01;8320;w;Susanne;41;5;Fehraltorf
2018-11-01;8320;m;Daniel;73;1;Fehraltorf
2018-11-01;8320;m;Peter;55;5;Fehraltorf
2018-11-01;8322;w;Daniela;9;2;Madetswil/Gündisau
2018-11-01;8322;w;Margrit;7;5;Madetswil/Gündisau
2018-11-01;8322;m;Peter;12;2;Madetswil/Gündisau
2018-11-01;8330;w;Maria;83;2;Pfäffikon ZH
2018-11-01;8330;m;Thomas;111;3;Pfäffikon ZH
2018-11-01;8330;m;Michael;89;5;Pfäffikon ZH
2018-11-01;8331;w;Susanne;6;1;Auslikon
2018-11-01;8331;w;Karin;6;1;Auslikon
2018-11-01;8331;m;Thomas;11;2;Auslikon
2018-11-01;8331;m;Daniel;7;4;Auslikon
2018-11-01;8331;m;Stefan;7;4;Auslikon
2018-11-01;8332;w;Ursula;22;4;Russikon/Rumlikon
2018-11-01;8332;m;Peter;41;2;Russikon/Rumlikon
2018-11-01;8335;w;Andrea;30;2;Hittnau
2018-11-01;8340;w;Ruth;74;3;Hinwil
2018-11-01;8342;w;Elisabeth;13;1;Wernetshausen
2018-11-01;8342;w;Claudia;10;2;Wernetshausen
2018-11-01;8342;w;Marianne;7;5;Wernetshausen
2018-11-01;8342;m;Markus;12;3;Wernetshausen
2018-11-01;8344;w;Andrea;38;1;Bäretswil
2018-11-01;8344;m;Martin;37;5;Bäretswil
2018-11-01;8345;m;Peter;16;1;Adetswil
2018-11-01;8352;m;Michael;36;5;Elsau/Ricketwil
2018-11-01;8354;m;Martin;8;4;Hofstetten ZH/Dickbuch
2018-11-01;8355;w;Ursula;37;4;Aadorf
2018-11-01;8355;m;Christian;44;5;Aadorf
2018-11-01;8356;w;Claudia;14;3;Ettenhausen TG
2018-11-01;8356;m;Peter;19;2;Ettenhausen TG
2018-11-01;8356;m;Paul;15;4;Ettenhausen TG
2018-11-01;8357;w;Ursula;14;3;Guntershausen
2018-11-01;8357;m;Markus;18;1;Guntershausen
2018-11-01;8357;m;Daniel;16;5;Guntershausen
2018-11-01;8360;w;Ursula;37;2;Eschlikon TG/Wallenwil
2018-11-01;8360;w;Ruth;31;5;Eschlikon TG/Wallenwil
2018-11-01;8360;m;Hans;44;3;Eschlikon TG/Wallenwil
2018-11-01;8360;m;Daniel;42;5;Eschlikon TG/Wallenwil
2018-11-01;8362;w;Monika;15;2;Balterswil
2018-11-01;8362;m;Markus;23;2;Balterswil
2018-11-01;8363;w;Nicole;8;2;Bichelsee
2018-11-01;8363;m;Daniel;20;1;Bichelsee
2018-11-01;8363;m;Christian;11;4;Bichelsee
2018-11-01;8370;w;Manuela;39;2;Sirnach
2018-11-01;8370;w;Anna;37;5;Sirnach
2018-11-01;8370;m;Daniel;65;1;Sirnach
2018-11-01;8372;w;Maria;12;1;Wiezikon b.Sirnach
